miRTarBase ID	miRNA	Species (miRNA)	Target Gene	Target Gene (Entrez ID)	Species (Target Gene)	Experiments	Support Type	References (PMID)				
MIRT054578	hsa-miR-138-5p	Homo sapiens	ADGRA2	25960	Homo sapiens	Immunohistochemistry//Luciferase reporter assay//Microarray//qRT-PCR//Western blot	Functional MTI	24582749				
MIRT438175	hsa-miR-126-3p	Homo sapiens	ADGRE5	976	Homo sapiens	FACS//Flow//GFP reporter assay//Luciferase reporter assay//qRT-PCR	Functional MTI	24274104				
MIRT731784	hsa-miR-139-5p	Homo sapiens	ADGRL4	64123	Homo sapiens	Luciferase reporter assay//Western blot	Functional MTI	26449464				
MIRT001750	hsa-miR-375	Homo sapiens	ADIPOR2	79602	Homo sapiens	Reporter assay	Functional MTI	15806104				
MIRT438600	hsa-miR-126-3p	Homo sapiens	ADM	133	Homo sapiens	Luciferase reporter assay	Functional MTI	24037526				
MIRT733031	hsa-miR-16-5p	Homo sapiens	ADORA2A	135	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	27476546				
MIRT004499	hsa-miR-27b-3p	Homo sapiens	ADORA2B	136	Homo sapiens	qRT-PCR//Luciferase reporter assay	Functional MTI	20388705				
MIRT035581	hsa-miR-128-3p	Homo sapiens	ADORA2B	136	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	26478435				
MIRT734843	hsa-miR-19a-3p	Homo sapiens	ADRB1	153	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	25785039				
MIRT006588	hsa-miR-128b	Homo sapiens	AFF1	4299	Homo sapiens	qRT-PCR//Luciferase reporter assay//Western blot	Functional MTI	19749093				
MIRT733321	hsa-miR-133a-3p	Homo sapiens	AFTPH	54812	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	25112884				
MIRT000649	hsa-miR-503-5p	Homo sapiens	AGO1	26523	Homo sapiens	Luciferase reporter assay	Functional MTI	19956200				
MIRT026978	hsa-miR-107	Homo sapiens	AGO1	26523	Homo sapiens	Immunohistochemistry//Immunoprecipitaion//Luciferase reporter assay//Northern blot//qRT-PCR//Western blot	Functional MTI	23426184				
MIRT046562	hsa-let-7g-5p	Homo sapiens	AGO1	26523	Homo sapiens	Immunohistochemistry//Immunoprecipitaion//Luciferase reporter assay//Northern blot//qRT-PCR//Western blot	Functional MTI	23426184				
MIRT051424	hsa-let-7e-5p	Homo sapiens	AGO1	26523	Homo sapiens	Immunohistochemistry//Immunoprecipitaion//Luciferase reporter assay//Northern blot//qRT-PCR//Western blot	Functional MTI	23426184				
MIRT051847	hsa-let-7c-5p	Homo sapiens	AGO1	26523	Homo sapiens	Immunohistochemistry//Immunoprecipitaion//Luciferase reporter assay//Northern blot//qRT-PCR//Western blot	Functional MTI	23426184				
MIRT052100	hsa-let-7b-5p	Homo sapiens	AGO1	26523	Homo sapiens	Immunohistochemistry//Immunoprecipitaion//Luciferase reporter assay//Northern blot//qRT-PCR//Western blot	Functional MTI	23426184				
MIRT052451	hsa-let-7a-5p	Homo sapiens	AGO1	26523	Homo sapiens	Immunohistochemistry//Immunoprecipitaion//Luciferase reporter assay//Northern blot//qRT-PCR//Western blot	Functional MTI	23426184				
MIRT249123	hsa-miR-103a-3p	Homo sapiens	AGO1	26523	Homo sapiens	Immunohistochemistry//Immunoprecipitaion//Luciferase reporter assay//Northern blot//qRT-PCR//Western blot	Functional MTI	23426184				
MIRT437855	hsa-let-7d-5p	Homo sapiens	AGO1	26523	Homo sapiens	Immunohistochemistry//Immunoprecipitaion//Luciferase reporter assay//Northern blot//qRT-PCR//Western blot	Functional MTI	23426184				
MIRT437856	hsa-let-7f-5p	Homo sapiens	AGO1	26523	Homo sapiens	Immunohistochemistry//Immunoprecipitaion//Luciferase reporter assay//Northern blot//qRT-PCR//Western blot	Functional MTI	23426184				
MIRT437857	hsa-let-7i-5p	Homo sapiens	AGO1	26523	Homo sapiens	Immunohistochemistry//Immunoprecipitaion//Luciferase reporter assay//Northern blot//qRT-PCR//Western blot	Functional MTI	23426184				
MIRT438862	hsa-miR-1-3p	Homo sapiens	AGO1	26523	Homo sapiens	Luciferase reporter assay	Functional MTI	23276603				
MIRT007020	hsa-miR-376a-3p	Homo sapiens	AGO2	27161	Homo sapiens	Luciferase reporter assay	Functional MTI	21556037				
MIRT027394	hsa-miR-99a-5p	Homo sapiens	AGO2	27161	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	24732044				
MIRT437895	hsa-miR-184	Homo sapiens	AGO2	27161	Homo sapiens	Luciferase reporter assay	Functional MTI	24361012				
MIRT437895	hsa-miR-184	Homo sapiens	AGO2	27161	Homo sapiens	Luciferase reporter assay//Western blot	Functional MTI	23696368				
MIRT482371	hsa-miR-15b-5p	Homo sapiens	AGO2	27161	Homo sapiens	ELISA//Immunofluorescence//Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	27208409				
MIRT734062	hsa-miR-132-3p	Homo sapiens	AGO2	27161	Homo sapiens	Immunoblot//Luciferase reporter assay//qRT-PCR	Functional MTI	26475020				
MIRT001954	hsa-miR-129-5p	Homo sapiens	AGO3	192669	Homo sapiens	Luciferase reporter assay	Functional MTI	18189265				
MIRT003522	hsa-let-7a-5p	Homo sapiens	AGO4	192670	Homo sapiens	Luciferase reporter assay	Functional MTI	20144220				
MIRT020926	hsa-miR-155-5p	Homo sapiens	AGO4	192670	Homo sapiens	Reporter assay	Other	Functional MTI	20584899			
MIRT437826	hsa-miR-24-3p	Homo sapiens	AGPAT2	10555	Homo sapiens	GFP reporter assay	Functional MTI	23578572				
MIRT002006	hsa-miR-155-5p	Homo sapiens	AGTR1	185	Homo sapiens	Luciferase reporter assay//Reporter assay	Functional MTI	17668390				
MIRT002006	hsa-miR-155-5p	Homo sapiens	AGTR1	185	Homo sapiens	Luciferase reporter assay	Functional MTI	19177201				
MIRT002006	hsa-miR-155-5p	Homo sapiens	AGTR1	185	Homo sapiens	Luciferase reporter assay//Real time PCR//Reporter assay	Functional MTI	17588946				
MIRT002006	hsa-miR-155-5p	Homo sapiens	AGTR1	185	Homo sapiens	Luciferase reporter assay//qRT-PCR//Quantitative proteomic approach//Western blot	Functional MTI	20735984				
MIRT002006	hsa-miR-155-5p	Homo sapiens	AGTR1	185	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot//Reporter assay	Functional MTI	16675453				
MIRT002006	hsa-miR-155-5p	Homo sapiens	AGTR1	185	Homo sapiens	Luciferase reporter assay//Northern blot//qRT-PCR//Western blot	Functional MTI	21310411				
MIRT002006	hsa-miR-155-5p	Homo sapiens	AGTR1	185	Homo sapiens	Luciferase reporter assay	Functional MTI	22664914				
MIRT731253	hsa-miR-410-3p	Homo sapiens	AGTR1	185	Homo sapiens	Luciferase reporter assay//Western blot	Functional MTI	25646808				
MIRT735042	hsa-miR-34a-5p	Homo sapiens	AGTR1	185	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	28073349				
MIRT002653	hsa-miR-124-3p	Homo sapiens	AHR	196	Homo sapiens	Luciferase reporter assay//Western blot	Functional MTI	22024478				
MIRT002653	hsa-miR-124-3p	Homo sapiens	AHR	196	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	26802080				
MIRT438216	hsa-miR-181a-5p	Homo sapiens	AHR	196	Homo sapiens	qRT-PCR//Western blot	Functional MTI	24329418				
MIRT733336	hsa-miR-29a-3p	Homo sapiens	AHR	196	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	26246194				
MIRT438200	hsa-miR-125b-5p	Homo sapiens	AHRR	57491	Homo sapiens	Immunoblot//Luciferase reporter assay	Functional MTI	24176857				
MIRT006326	hsa-miR-210-3p	Homo sapiens	AIFM3	150209	Homo sapiens	Luciferase reporter assay	Functional MTI	22387901				
MIRT006326	hsa-miR-210-3p	Homo sapiens	AIFM3	150209	Homo sapiens	QRTPCR//Western blot	Functional MTI	23618526				
MIRT734750	hsa-miR-34a-5p	Homo sapiens	AIP	9049	Homo sapiens	Immunohistochemistry//Luciferase reporter assay//qRT-PCR	Functional MTI	25658813				
MIRT005870	hsa-miR-183-5p	Homo sapiens	AKAP12	9590	Homo sapiens	Immunohistochemistry//Luciferase reporter assay//Microarray//qRT-PCR//Western blot	Functional MTI	20979053				
MIRT005871	hsa-miR-186-5p	Homo sapiens	AKAP12	9590	Homo sapiens	Immunohistochemistry//Luciferase reporter assay//Microarray//qRT-PCR//Western blot	Functional MTI	20979053				
MIRT021503	hsa-miR-145-5p	Homo sapiens	AKR1B10	57016	Homo sapiens	Reporter assay	Microarray	Functional MTI	21351259			
MIRT006986	hsa-miR-193b-3p	Homo sapiens	AKR1C2	1646	Homo sapiens	Luciferase reporter assay//Reporter assay	Proteomics	Functional MTI	21512034			
MIRT004363	hsa-miR-125b-5p	Homo sapiens	AKT1	207	Homo sapiens	qRT-PCR//Western blot	Functional MTI	18649363				
MIRT005355	hsa-miR-149-3p	Homo sapiens	AKT1	207	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot//Reporter assay	Western blot	qRT-PCR	Other	Functional MTI	20623644	
MIRT005740	hsa-miR-451a	Homo sapiens	AKT1	207	Homo sapiens	qRT-PCR//Western blot	Functional MTI	20816946				
MIRT007171	hsa-miR-302a-3p	Homo sapiens	AKT1	207	Homo sapiens	Luciferase reporter assay	Functional MTI	23185040				
MIRT007172	hsa-miR-302b-3p	Homo sapiens	AKT1	207	Homo sapiens	Luciferase reporter assay	Functional MTI	23185040				
MIRT007173	hsa-miR-302c-3p	Homo sapiens	AKT1	207	Homo sapiens	Luciferase reporter assay	Functional MTI	23185040				
MIRT007174	hsa-miR-302d-3p	Homo sapiens	AKT1	207	Homo sapiens	Luciferase reporter assay	Functional MTI	23185040				
MIRT007179	hsa-miR-143-3p	Homo sapiens	AKT1	207	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	23104321				
MIRT053334	hsa-miR-100-5p	Homo sapiens	AKT1	207	Homo sapiens	Luciferase reporter assay//Microarray//qRT-PCR//Western blot	Functional MTI	23724047				
MIRT054156	hsa-miR-19a-3p	Homo sapiens	AKT1	207	Homo sapiens	qRT-PCR//Western blot	Functional MTI	25400827				
MIRT054156	hsa-miR-19a-3p	Homo sapiens	AKT1	207	Homo sapiens	qRT-PCR//Western blot	Functional MTI	25914465				
MIRT054875	hsa-miR-133b	Homo sapiens	AKT1	207	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	25414595				
MIRT277753	hsa-miR-542-3p	Homo sapiens	AKT1	207	Homo sapiens	Immunohistochemistry//Luciferase reporter assay//Western blot	Functional MTI	26286747				
MIRT437386	hsa-miR-708-5p	Homo sapiens	AKT1	207	Homo sapiens	Flow//qRT-PCR//Western blot	Functional MTI	23754151				
MIRT437912	hsa-miR-105-5p	Homo sapiens	AKT1	207	Homo sapiens	Luciferase reporter assay//Western blot	Functional MTI	25280563				
MIRT731064	hsa-miR-99a-5p	Homo sapiens	AKT1	207	Homo sapiens	Luciferase reporter assay	Functional MTI	25187230				
MIRT731064	hsa-miR-99a-5p	Homo sapiens	AKT1	207	Homo sapiens	Luciferase reporter assay	Functional MTI	27158364				
MIRT731198	hsa-miR-637	Homo sapiens	AKT1	207	Homo sapiens	Immunohistochemistry//In situ hybridization//Western blot//Luciferase reporter assay	Functional MTI	25597410				
MIRT731805	hsa-miR-495-3p	Homo sapiens	AKT1	207	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	27323412				
MIRT732839	hsa-miR-138-5p	Homo sapiens	AKT1	207	Homo sapiens	Immunohistochemistry//Luciferase reporter assay//Western blot	Functional MTI	28122142				
MIRT733060	hsa-miR-184	Homo sapiens	AKT1	207	Homo sapiens	Luciferase reporter assay	Functional MTI	27666871				
MIRT733141	hsa-miR-196b-5p	Homo sapiens	AKT1	207	Homo sapiens	Flow//qRT-PCR//Western blot	Functional MTI	26998071				
MIRT733152	hsa-miR-34a-5p	Homo sapiens	AKT1	207	Homo sapiens	Flow//qRT-PCR//Western blot	Functional MTI	27073535				
MIRT733440	hsa-miR-206	Homo sapiens	AKT1	207	Homo sapiens	qRT-PCR//Western blot	Functional MTI	28386239				
MIRT733532	hsa-miR-409-3p	Homo sapiens	AKT1	207	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	26631969				
MIRT733740	hsa-miR-340-5p	Homo sapiens	AKT1	207	Homo sapiens	Western blot	Functional MTI	28057912				
MIRT734052	hsa-miR-22-3p	Homo sapiens	AKT1	207	Homo sapiens	Luciferase reporter assay//Western blot	Functional MTI	26364720				
MIRT734063	hsa-miR-192-5p	Homo sapiens	AKT1	207	Homo sapiens	Western blot	Functional MTI	26351877				
MIRT734302	hsa-miR-125a-5p	Homo sapiens	AKT1	207	Homo sapiens	qRT-PCR//Western blot	Functional MTI	26622553				
MIRT734751	hsa-miR-494-3p	Homo sapiens	AKT1	207	Homo sapiens	Immunofluorescence//Immunohistochemistry//qRT-PCR//Western blot	Functional MTI	25662849				
MIRT734872	hsa-miR-4689	Homo sapiens	AKT1	207	Homo sapiens	Luciferase reporter assay//qRT-PCR	Functional MTI	25756961				
MIRT735321	hsa-miR-374b-5p	Homo sapiens	AKT1	207	Homo sapiens	Luciferase reporter assay//Microarray//qRT-PCR//Western blot	Functional MTI	26100275				
MIRT735357	hsa-miR-185-3p	Homo sapiens	AKT1	207	Homo sapiens	Luciferase reporter assayMTT	Functional MTI	26617940				
MIRT735362	hsa-miR-10b-5p	Homo sapiens	AKT1	207	Homo sapiens	qRT-PCR//Western blot	Functional MTI	27347488				
MIRT735413	hsa-miR-382-3p	Homo sapiens	AKT1	207	Homo sapiens	qRT-PCR//Western blot//Immunostaining	Functional MTI	26636539				
MIRT735543	hsa-miR-126-3p	Homo sapiens	AKT1	207	Homo sapiens	qRT-PCR//Western blot	Functional MTI	26659078				
MIRT000425	hsa-miR-184	Homo sapiens	AKT2	208	Homo sapiens	qRT-PCR//Luciferase reporter assay//Western blot	Functional MTI	20409325				
MIRT000425	hsa-miR-184	Homo sapiens	AKT2	208	Homo sapiens	Luciferase reporter assay//qRT-PCR	Functional MTI	27418134				
MIRT006104	hsa-miR-203a-3p	Homo sapiens	AKT2	208	Homo sapiens	Northern blot//qRT-PCR//Western blot	Functional MTI	21354697				
MIRT006473	hsa-miR-708-5p	Homo sapiens	AKT2	208	Homo sapiens	Luciferase reporter assay//qRT-PCR	Functional MTI	22552290				
MIRT022768	hsa-miR-124-3p	Homo sapiens	AKT2	208	Homo sapiens	Immunoblot//Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	27175587				
MIRT031019	hsa-miR-21-5p	Homo sapiens	AKT2	208	Homo sapiens	Western blot	Other	Functional MTI	20048743			
MIRT053175	hsa-miR-612	Homo sapiens	AKT2	208	Homo sapiens	Immunofluorescence//Luciferase reporter assay//Western blot	Functional MTI	24704424				
MIRT053175	hsa-miR-612	Homo sapiens	AKT2	208	Homo sapiens	Immunohistochemistry//Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	23478189				
MIRT053175	hsa-miR-612	Homo sapiens	AKT2	208	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	26158514				
MIRT054191	hsa-miR-29a-3p	Homo sapiens	AKT2	208	Homo sapiens	Immunofluorescence//Immunohistochemistry//Luciferase reporter assay//Northern blot//qRT-PCR//Western blot	Functional MTI	25428377				
MIRT054191	hsa-miR-29a-3p	Homo sapiens	AKT2	208	Homo sapiens	Flow//Luciferase reporter assay//qRT-PCR//Western blot//Cell proliferation//apoptosis//cell cycle assays	Functional MTI	24076586				
MIRT054191	hsa-miR-29a-3p	Homo sapiens	AKT2	208	Homo sapiens	Immunohistochemistry//Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	26512921				
MIRT054192	hsa-miR-29b-3p	Homo sapiens	AKT2	208	Homo sapiens	Immunofluorescence//Immunohistochemistry//Luciferase reporter assay//Northern blot//qRT-PCR//Western blot	Functional MTI	25428377				
MIRT054192	hsa-miR-29b-3p	Homo sapiens	AKT2	208	Homo sapiens	Immunofluorescence//Luciferase reporter assay//qRT-PCR//Microarray//Western blot	Functional MTI	25263462				
MIRT054193	hsa-miR-29c-3p	Homo sapiens	AKT2	208	Homo sapiens	Immunofluorescence//Immunohistochemistry//Luciferase reporter assay//Northern blot//qRT-PCR//Western blot	Functional MTI	25428377				
MIRT437424	hsa-miR-137	Homo sapiens	AKT2	208	Homo sapiens	Immunohistochemistry//Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	26102366				
MIRT437424	hsa-miR-137	Homo sapiens	AKT2	208	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	24465609				
MIRT437976	hsa-let-7g-5p	Homo sapiens	AKT2	208	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	25288334				
MIRT437977	hsa-let-7b-5p	Homo sapiens	AKT2	208	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	25288334				
MIRT438208	hsa-miR-302b-3p	Homo sapiens	AKT2	208	Homo sapiens	qRT-PCR//Western blot	Functional MTI	24337067				
MIRT731613	hsa-miR-2861	Homo sapiens	AKT2	208	Homo sapiens	Luciferase reporter assay//Western blot	Functional MTI	27364926				
MIRT733721	hsa-miR-148a-5p	Homo sapiens	AKT2	208	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	27878305				
MIRT734218	hsa-miR-143-3p	Homo sapiens	AKT2	208	Homo sapiens	Luciferase reporter assay//Microarray//qRT-PCR//Western blot	Functional MTI	28404925				
MIRT003099	hsa-miR-122-5p	Homo sapiens	AKT3	10000	Homo sapiens	Luciferase reporter assay//qRT-PCR	Functional MTI	19296470				
MIRT003099	hsa-miR-122-5p	Homo sapiens	AKT3	10000	Homo sapiens	Immunoblot//Luciferase reporter assay//qRT-PCR	Functional MTI	24244539				
MIRT003329	hsa-miR-16-5p	Homo sapiens	AKT3	10000	Homo sapiens	Luciferase reporter assay	Functional MTI	23233752				
MIRT003334	hsa-miR-15a-5p	Homo sapiens	AKT3	10000	Homo sapiens	Luciferase reporter assay	Functional MTI	23233752				
MIRT006197	hsa-miR-519d-3p	Homo sapiens	AKT3	10000	Homo sapiens	Luciferase reporter assay//Western blot	Functional MTI	22262409				
MIRT020391	hsa-miR-29c-3p	Homo sapiens	AKT3	10000	Homo sapiens	Luciferase reporter assay//Next Generation Sequencing (NGS)//qRT-PCR	Functional MTI	28160548				
MIRT482118	hsa-miR-15b-5p	Homo sapiens	AKT3	10000	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	28254819				
MIRT731395	hsa-miR-29b-1-5p	Homo sapiens	AKT3	10000	Homo sapiens	Luciferase reporter assay//Western blot	Functional MTI	28365400				
MIRT731495	hsa-miR-29a-3p	Homo sapiens	AKT3	10000	Homo sapiens	Immunohistochemistry//Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	26512921				
MIRT731495	hsa-miR-29a-3p	Homo sapiens	AKT3	10000	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	26482618				
MIRT734993	hsa-miR-29b-3p	Homo sapiens	AKT3	10000	Homo sapiens	Luciferase reporter assay	Functional MTI	25784815				
MIRT735438	hsa-miR-20b-5p	Homo sapiens	AKT3	10000	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	27421659				
MIRT004163	hsa-miR-192-5p	Homo sapiens	ALCAM	214	Homo sapiens	Immunohistochemistry//Luciferase reporter assay//Microarray//qRT-PCR//Western blot	Functional MTI	21119604				
MIRT024327	hsa-miR-215-5p	Homo sapiens	ALCAM	214	Homo sapiens	Immunohistochemistry//Luciferase reporter assay//Microarray//qRT-PCR//Western blot	Functional MTI	21119604				
MIRT053167	hsa-miR-148b-3p	Homo sapiens	ALCAM	214	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	23667173				
MIRT437958	hsa-miR-483-5p	Homo sapiens	ALCAM	214	Homo sapiens	Luciferase reporter assay	Functional MTI	24710410				
MIRT732662	hsa-miR-148a-3p	Homo sapiens	ALCAM	214	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	28063929				
MIRT732663	hsa-miR-152-3p	Homo sapiens	ALCAM	214	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	28063929				
MIRT053112	hsa-miR-140-5p	Homo sapiens	ALDH1A1	216	Homo sapiens	Luciferase reporter assay//Western blot	Functional MTI	23752191				
MIRT735322	hsa-miR-187-5p	Homo sapiens	ALDH1A3	220	Homo sapiens	ELISA//Immunohistochemistry//qRT-PCR//Western blot	Functional MTI	25969992				
MIRT021523	hsa-miR-145-5p	Homo sapiens	ALDH3A1	218	Homo sapiens	Reporter assay	Microarray	Functional MTI	21351259			
MIRT054203	hsa-miR-210-3p	Homo sapiens	ALDH5A1	7915	Homo sapiens	Luciferase reporter assay//Microarray//qRT-PCR//Western blot	Functional MTI	23028679				
MIRT054214	hsa-miR-147b	Homo sapiens	ALDH5A1	7915	Homo sapiens	Luciferase reporter assay//Microarray//qRT-PCR//Western blot	Functional MTI	23028679				
MIRT732682	hsa-miR-29a-3p	Homo sapiens	ALDH5A1	7915	Homo sapiens	EMSA//Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	26428001				
MIRT003085	hsa-miR-122-5p	Homo sapiens	ALDOA	226	Homo sapiens	Luciferase reporter assay//qRT-PCR	Functional MTI	19296470				
MIRT053181	hsa-miR-96-5p	Homo sapiens	ALK	238	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	22414602				
MIRT438332	hsa-miR-185-5p	Homo sapiens	ALOX12	239	Homo sapiens	Luciferase reporter assay//Western blot	Functional MTI	24070899				
MIRT733209	hsa-miR-19a-3p	Homo sapiens	ALOX5	240	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	25589070				
MIRT733210	hsa-miR-125b-5p	Homo sapiens	ALOX5	240	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	25589070				
MIRT438676	hsa-miR-214-3p	Homo sapiens	ALPK2	115701	Homo sapiens	Immunohistochemistry//Immunoprecipitaion//Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	23929716				
MIRT007116	hsa-miR-204-5p	Homo sapiens	ALPL	249	Homo sapiens	Luciferase reporter assay	Functional MTI	23472141				
MIRT021509	hsa-miR-145-5p	Homo sapiens	ALPPL2	251	Homo sapiens	Reporter assay	Microarray	Functional MTI	21351259			
MIRT054415	hsa-miR-26a-5p	Homo sapiens	AMACR	23600	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	24517338				
MIRT006862	hsa-miR-762	Homo sapiens	AMD1	262	Homo sapiens	Luciferase reporter assay	Functional MTI	22391449				
MIRT054343	hsa-miR-376a-5p	Homo sapiens	AMFR	267	Homo sapiens	Immunoblot//qRT-PCR//Western blot	Functional MTI	23093778				
MIRT735161	hsa-miR-505-3p	Homo sapiens	AMFR	267	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	26032086				
MIRT549386	hsa-miR-497-5p	Homo sapiens	AMOT	154796	Homo sapiens	Luciferase reporter assay//Western blot	Functional MTI	26855583				
MIRT061247	hsa-miR-124-3p	Homo sapiens	AMOTL1	154810	Homo sapiens	GFP reporter assay//Western blot//qRT-PCR	Functional MTI	25218344				
MIRT001653	hsa-let-7b-5p	Homo sapiens	ANAPC1	64682	Homo sapiens	Microarray//qRT-PCR//Western blot	Functional MTI	26540468				
MIRT020492	hsa-miR-155-5p	Homo sapiens	ANAPC16	119504	Homo sapiens	Reporter assay	Other	Functional MTI	20584899			
MIRT006649	hsa-miR-409-3p	Homo sapiens	ANG	283	Homo sapiens	Immunofluorescence//Immunohistochemistry//Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	22531314				
MIRT733293	hsa-miR-93-5p	Homo sapiens	ANG	283	Homo sapiens	Luciferase reporter assay//Western blot	Functional MTI	28401709				
MIRT438013	hsa-miR-145-5p	Homo sapiens	ANGPT2	285	Homo sapiens	Luciferase reporter assay//qRT-PCR	Functional MTI	24384875				
MIRT438090	hsa-miR-542-3p	Homo sapiens	ANGPT2	285	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	24403060				
MIRT733867	hsa-miR-125b-5p	Homo sapiens	ANGPT2	285	Homo sapiens	Immunoblot//Luciferase reporter assay	Functional MTI	27577856				
MIRT054764	hsa-miR-921	Homo sapiens	ANGPTL1	9068	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blotting	Functional MTI	24886719				
MIRT731447	hsa-miR-24-1-5p	Homo sapiens	ANGPTL2	23452	Homo sapiens	Luciferase reporter assay	Functional MTI	26991540				
