source,target
HMGA1P6,chr13_23134174_23134564
HMGA2-AS1,chr12_65851340_65882167
HMGA2,chr12_65824460_65966291
HMGB2,chr4_173331376_173334432
HMGB2P1,chr19_1203209_1203842
HMGN1P4,chr1_182942115_182942404
HMGN1P5,chr1_158266753_158267320
HMGN1P36,chr2_97827248_97827545
HMGN1P6,chr2_206259628_206259918
HMGN1P10,chr3_136609050_136609602
HMGN1P9,chr3_134385197_134385494
HMGN1P8,chr3_167694355_167694642
HMGN1P7,chr3_93988634_93988946
HMGN1P11,chr4_62510469_62510771
HMGN1P14,chr5_111846050_111846566
HMGN1P13,chr5_111572102_111572239
HMGN1P15,chr5_115289036_115289330
HMGN1P17,chr5_56381781_56382075
HMGN1P16,chr5_148221360_148221642
HMGN1P12,chr5_71537652_71537846
HMGN1P19,chr7_46634614_46634946
HMGN1P18,chr7_121050927_121051203
HMGN1P33,chrX_9865093_9865543
HMGN1P34,chrX_78519593_78520186
HMGN1P35,chrX_69174124_69174717
HMGN1P37,chrX_154817099_154817401
HMGN1P20,chr10_19489101_19489400
HMGN1P24,chr13_95809310_95809607
HMGN1P3,chr14_68887785_68888084
HMGN1P1,chr14_55394940_55395233
HMGN1P26,chr15_62362029_62362331
HMGN1P38,chr15_92711808_92712110
HMGN1P28,chr17_60851382_60851745
HMGN1P31,chr18_60794613_60794916
HMGN1P30,chr18_58018794_58019061
HMGN1P32,chr19_53767971_53768553
HMGN1P2,chr21_31706555_31706864
HMGN1,chr21_39342315_39349647
HNF1A-AS1,chr12_120941728_120980965
HNF1A,chr12_120978543_121002512
HNF1B,chr17_37686431_37745059
HNF4A-AS1,chr20_44372746_44395706
HNF4A,chr20_44355700_44434596
HNF4G,chr8_75407914_75566834
HNF4GP1,chr13_55999200_56000448
HNRNPDLP2,chr2_158419955_158425303
HNRNPD,chr4_82352498_82374503
HNRNPD-DT,chr4_82374301_82384027
HNRNPDL,chr4_82422565_82430462
HNRNPDP2,chr6_64631205_64631682
HNRNPDP1,chrX_64044305_64045058
HNRNPDLP3,chrX_95610578_95610957
HNRNPDLP1,chrX_95638375_95638924
HNRNPDLP4,chr19_58049046_58049346
HNRNPR,chr1_23303771_23344336
HNRNPRP2,chr11_29668886_29669628
HNRNPRP1,chr10_21624592_21626286
HOPX,chr4_56647988_56681899
HOXA1,chr7_27092993_27096000
HOXA10-AS,chr7_27168619_27171915
HOXA10,chr7_27170592_27180261
HOXA11,chr7_27181157_27185232
HOXA11-AS,chr7_27184507_27189298
HOXA13,chr7_27193503_27200091
HOXA4,chr7_27128507_27130780
HOXA5,chr7_27141052_27143681
HOXA7,chr7_27153716_27157936
HOXA9,chr7_27162438_27175180
HOXB1,chr17_48528526_48531011
HOXB13,chr17_48724763_48728750
HOXB4,chr17_48575507_48578350
HOXB7,chr17_48607232_48633572
HOXC10,chr12_53985065_53990279
HOXC11,chr12_53973126_53977643
HOXC13,chr12_53938831_53946544
HOXC13-AS,chr12_53935328_53939643
HOXC6,chr12_53990624_54030823
HOXC8,chr12_54008985_54012769
HOXC9,chr12_53994895_54003337
HOXD13,chr2_176092721_176095944
HOXD12,chr2_176099795_176102489
HOXD11,chr2_176104216_176109754
HOXD10,chr2_176108790_176119937
HOXD1,chr2_176188668_176190907
HOXD3,chr2_176136612_176173102
HOXD9,chr2_176122719_176124937
DHRS3,chr1_12567910_12618210
THRAP3,chr1_36224432_36305357
GNRHR2,chr1_145919013_145925341
CFHR2,chr1_196943738_196959622
CFHR5,chr1_196977556_197009678
CHRM3-AS2,chr1_239703381_239770130
CHRM3-AS1,chr1_239898016_239899872
CHRM3,chr1_239386565_239915452
HRNR,chr1_152212076_152224193
CHRNB2,chr1_154567778_154580013
CFHR3,chr1_196774813_196795407
CFHR1,chr1_196819731_196832189
CFHR4,chr1_196888014_196918713
FSHR,chr2_48962157_49154527
DHRS9,chr2_169064789_169096167
CHRND,chr2_232525993_232536667
CHRNG,chr2_232539692_232548115
CHROMR,chr2_178413635_178440243
CHRNA1,chr2_174747592_174787935
THRB-AS1,chr3_24494087_24681711
THRB-IT1,chr3_24455136_24459434
THRAP3P1,chr3_31452832_31455894
CDHR4,chr3_49790732_49799873
GHRL,chr3_10285666_10292947
GHRLOS,chr3_10285754_10294903
THRB,chr3_24117153_24495756
CHRD,chr3_184380073_184390736
HRH1,chr3_11137093_11263557
HRG,chr3_186660216_186678234
CHRNA9,chr4_40335333_40355217
SHROOM3,chr4_76435229_76783253
SHROOM3-AS1,chr4_76708853_76802426
GNRHR,chr4_67737118_67754388
GHR,chr5_42423439_42721878
HRH2,chr5_175658030_175710756
CDHR2,chr5_176542511_176595974
SHROOM1,chr5_132822141_132830659
UHRF1BP1,chr6_34792015_34883138
MCHR2-AS1,chr6_99993934_100107613
MCHR2,chr6_99918519_99994247
HRAT92,chr7_520391_525238
THRAP3P3,chr7_11820317_11821294
HRAT17,chr7_112953282_112995677
CDHR3,chr7_105876796_106036432
CRHR2,chr7_30651942_30700129
CHRM2,chr7_136868652_137020255
GHRHR,chr7_30938669_30993254
DHRSX-IT1,chrX_2334295_2336410
DHRSX,chrX_2219506_2502805
SHROOM2,chrX_9786429_9949443
CTHRC1P1,chrX_79177200_79177668
CHRDL1,chrX_110673856_110795819
SHROOM4,chrX_50591642_50814302
UHRF2P1,chrX_74105572_74107958
CHRNB3,chr8_42697366_42737407
CTHRC1,chr8_103371538_103382989
CHRNA2,chr8_27459756_27479883
CHRNA6,chr8_42752620_42796392
TRHR,chr8_109086585_109121565
CHRAC1,chr8_140511311_140517154
CYHR1,chr8_144449582_144465667
HR,chr8_22114419_22133384
UHRF2,chr9_6413151_6507054
HRCT1,chr9_35906202_35907136
WHRN,chr9_114402080_114505473
CHRDL2,chr11_74696429_74731426
PHRF1,chr11_576470_612222
CDHR5,chr11_616577_626078
CHRNA10,chr11_3665587_3671384
THRSP,chr11_78063861_78068351
CHRM1,chr11_62908679_62921807
HRAS,chr11_532242_537321
CHRM4,chr11_46383789_46391776
CDHR1,chr10_84194537_84219621
PRLHR,chr10_118589997_118595648
UHRF1BP1L,chr12_100028455_100142874
HRK,chr12_116856144_116881441
AMHR2,chr12_53423855_53431672
THRIL,chr12_125025434_125027410
DHRS12,chr13_51767993_51804163
GNRHR2P1,chr14_60398934_60400013
DHRS7,chr14_60144119_60169856
DHRS4,chr14_23953734_23969279
DHRS4L2,chr14_23969874_24006408
DHRS2,chr14_23630115_23645639
DHRS4-AS1,chr14_23938219_24052555
DHRS4L1,chr14_24036453_24051028
DHRS1,chr14_24290598_24299780
TSHR,chr14_80954989_81146306
CHRNA3,chr15_78593052_78621295
CHRNA5,chr15_78565520_78595269
CHRNB4,chr15_78624111_78727754
THRAP3P2,chr15_91742841_91743955
CHRFAM7A,chr15_30360566_30393849
CHRNA7,chr15_31923438_32173018
CHRM5,chr15_33968497_34067458
DHRS7B,chr17_21123364_21193265
DHRS11,chr17_36591879_36600804
THRA1/BTR,chr17_48294335_48308762
LINC02210-CRHR1,chr17_45620344_45835826
CRHR1,chr17_45784280_45835828
THRA,chr17_40058290_40093867
CHRNB1,chr17_7445061_7457710
CHRNE,chr17_4897771_4934438
DHRS7C,chr17_9771434_9791592
HROB,chr17_44141906_44162476
DHRS13,chr17_28897781_28903079
HRH4,chr18_24460637_24479961
HRH3,chr20_62214960_62220278
CHRNA4,chr20_63343223_63378401
GHRH,chr20_37251086_37261814
UHRF1,chr19_4903080_4962154
HRC,chr19_49151198_49155396
SHROOM2P1,chrY_12537773_12544883
MCHR1,chr22_40678750_40682814
HSF1,chr8_144291591_144314720
HSF2,chr6_122399551_122433119
HSF2BP,chr21_43529186_43659488
HSF4,chr16_67164681_67169945
HTATIP2,chr11_20363685_20383782
PRELID1P7,chr1_165497724_165498348
NID1,chr1_235975830_236065109
PRELID1P5,chr1_211207239_211207897
PRELID1P6,chr2_63622178_63622831
PID1,chr2_228850526_229271287
PRELID1,chr5_177303799_177306949
PRELID1P2,chr6_25678769_25679164
PRELID1P1,chr6_126643488_126644390
ITPRID1,chr7_31514090_31658720
MID1,chrX_10445310_10833654
MID1IP1-AS1,chrX_38801568_38803883
MID1IP1,chrX_38801432_38806537
CHID1,chr11_867859_915058
PRELID1P3,chr10_63427297_63427939
GRID1-AS1,chr10_85577731_85607213
GRID1,chr10_85599552_86366795
PRELID1P4,chr15_35121573_35122084
EID1,chr15_48878134_48880173
HID1,chr17_74950742_74973166
HID1-AS1,chr17_74970704_74975728
ID1,chr20_31605283_31606515
EMID1,chr22_29205896_29259597
ID2,chr2_8678845_8684461
ID2-AS1,chr2_8666636_8681864
ITPRID2,chr2_181891730_181930738
ID2B,chr3_62124204_62124608
GRID2,chr4_92303966_93810157
PRELID2,chr5_145471799_145835369
GRID2IP,chr7_6497462_6551436
MID2,chrX_107825755_107931637
PRELID2P1,chr12_68957377_68957677
PCID2,chr13_113177536_113208715
NID2,chr14_52004803_52069228
EID2B,chr19_39530987_39532852
EID2,chr19_39538707_39540161
ID3,chr1_23557926_23559501
PRELID3BP1,chr1_220467954_220468808
PRELID3BP4,chr5_42897262_42897832
PRELID3BP8,chr5_120658077_120658371
PRELID3BP5,chr5_42908208_42908667
PRELID3BP6,chr5_42917414_42917984
PRELID3BP7,chr5_42972624_42973092
PRELID3BP10,chr7_127295620_127296203
PRELID3BP11,chr9_6734598_6735076
EID3,chr12_104303739_104305205
PRELID3BP2,chr13_51195881_51196081
PRELID3BP3,chr17_62841101_62841645
PRELID3A,chr18_12407896_12432238
PRELID3B,chr20_59033145_59042809
ID4,chr6_19837370_19842197
GID4,chr17_18039408_18068405
IFI16,chr1_158999968_159055155
IKBKB-DT,chr8_42233674_42271266
IKBKB,chr8_42271302_42332460
IKZF1,chr7_50304068_50405101
ILF2,chr1_153661788_153671028
ILF2P1,chr3_65687301_65688468
ILF2P2,chr14_36054197_36055313
ILF3-DT,chr19_10651862_10653844
ILF3,chr19_10654261_10692417
STING1,chr5_139475533_139482935
RING1,chr6_33208500_33212722
SPRING1P2,chrX_130645723_130646325
SERPING1,chr11_57597387_57619171
SPRING1P1,chr10_43728217_43728728
SPRING1,chr12_116710171_116738070
ING1,chr13_110712736_110723339
ING2,chr4_183505058_183512429
ING4,chr12_6650301_6663142
IRF1-AS1,chr5_132410636_132488702
IRF1,chr5_132440440_132508719
IRF2BP2,chr1_234604269_234610178
IRF2-DT,chr4_184474802_184477304
IRF2,chr4_184387729_184474550
IRF2BPL,chr14_77024543_77028708
IRF2BP1,chr19_45883608_45886141
IRF3,chr19_49659569_49665875
IRF4,chr6_391752_411443
IRF5,chr7_128937457_128950038
IRF5P1,chr8_92972575_92974738
IRF6,chr1_209785617_209806175
IRF7,chr11_612553_615983
IRF8,chr16_85899162_85922606
IRF9,chr14_24161265_24166565
ISL1,chr5_51383448_51394730
JDP2,chr14_75427716_75474111
JUN,chr1_58776845_58784048
JUND,chr19_18279694_18281622
JUNB,chr19_12791486_12793315
KAT2B,chr3_20040446_20154404
KAT5,chr11_65711996_65719604
KAT6A,chr8_41929479_42051994
KCNIP3,chr2_95297327_95386077
KDM2A,chr11_67119263_67258082
KDM4B,chr19_4969113_5153598
KDM4C,chr9_6720863_7175648
KHDRBS1,chr1_32013868_32060850
KHSRPP1,chr9_21695176_21696943
KHSRP,chr19_6413102_6424811
KLF17,chr1_44118821_44135140
KLF18,chr1_44137821_44141631
KLF11,chr2_10042849_10054836
KLF15,chr3_126342635_126357408
KLF14,chr7_130730697_130734207
KLF10,chr8_102648784_102655725
KLF17P1,chr12_62234390_62235515
KLF12,chr13_73686089_74133929
KLF13,chr15_31326835_31435665
KLF16,chr19_1852399_1863579
KLF1,chr19_12884422_12887201
KLF2P2,chr2_130427731_130429225
KLF2P4,chr2_131299220_131300444
KLF2P3,chr2_130692243_130693770
KLF2P1,chr2_130036958_130038422
KLF2-DT,chr19_16283359_16324514
KLF2,chr19_16324826_16328685
KLF3P2,chr3_156977558_156977825
KLF3-AS1,chr4_38602438_38664914
KLF3,chr4_38664197_38701517
KLF3P1,chr5_172254418_172255439
KLF4P1,chr9_4803788_4804972
KLF4,chr9_107484852_107490482
KLF5,chr13_73054976_73077541
KLF6,chr10_3775996_3785281
KLF7,chr2_207074137_207167267
KLF7-IT1,chr2_207120884_207122044
KLF7P1,chr3_170952850_170953897
KLF8,chrX_56232356_56291531
KLF8P1,chr16_48718083_48719143
KLF9,chr9_70384604_70414657
L3MBTL1,chr20_43489442_43550954
LCORL,chr4_17841199_18021876
LCOR,chr10_96832254_96995956
IGLCOR22-1,chr22_32199919_32200234
IGLCOR22-2,chr22_32356676_32356988
PHLDB1,chr11_118606440_118658031
LDB1,chr10_102106489_102120368
LEF1,chr4_108047545_108168956
LEF1-AS1,chr4_108167525_108258037
LHX2,chr9_124001670_124033301
LHX3,chr9_136196250_136205128
LHX4,chr1_180230264_180278984
LIMD1-AS1,chr3_45676369_45689200
LIMD1,chr3_45555394_45686341
LIN28A,chr1_26410817_26429728
LIN28AP1,chr2_183260642_183261046
LIN28AP2,chr13_87379472_87380258
LMO2,chr11_33858576_33892076
ELMO2P1,chr15_23083094_23121324
ELMO2,chr20_46366050_46432985
LMO3,chr12_16548372_16610594
ELMO3,chr16_67199111_67204029
LMO4,chr1_87328880_87348923
LMX1B,chr9_126613928_126701032
LRFN2,chr6_40391591_40587364
LRFN4,chr11_66856647_66860475
KLRF1,chr12_9827481_9845007
KLRF2,chr12_9881489_9895833
LRFN5,chr14_41606876_41904549
LRFN3,chr19_35935358_35946624
LRFN1,chr19_39306566_39320863
LRRFIP1,chr2_237627587_237813682
LRRFIP1P1,chr3_179259028_179261273
LYL1,chr19_13099033_13103161
MAFK,chr7_1530702_1543043
NSMAF,chr8_58583508_58659853
MAF1,chr8_144104461_144107611
MAFA-AS1,chr8_143417679_143419150
MAFA,chr8_143419182_143430732
MAF,chr16_79585843_79600737
MAFTRR,chr16_79715220_79770651
MAFG,chr17_81918270_81927735
MAFG-DT,chr17_81927829_81930753
MAFB,chr20_40685848_40689236
MAFF,chr22_38200767_38216507
MAFIP,chrGL000194.1_53594_115055
MAL,chr2_95025677_95053992
MALL,chr2_110083870_110116022
MALLP1,chr2_110279606_110285681
MALLP2,chr2_88811186_88825207
MALINC1,chr5_140071312_140109274
MALSU1,chr7_23298739_23311729
MAL2,chr8_119165034_119245673
MAL2-AS1,chr8_119214625_119246848
MALAT1,chr11_65497688_65506516
MALRD1,chr10_19048801_19790401
OLMALINC,chr10_100373099_100454043
TAMALIN,chr12_52006946_52015889
MALT1-AS1,chr18_58670009_58671877
MALT1,chr18_58671465_58754477
MAML1,chr5_179732822_179777283
MAX,chr14_65006174_65102695
MAZ,chr16_29806106_29811164
SMBD1P,chr3_195701618_195711643
MBD1,chr18_50266882_50281774
MBD2,chr18_54151606_54224669
MCM2,chr3_127598410_127622436
MCM5,chr22_35400134_35425431
MDM2,chr12_68808177_68845544
MDM4,chr1_204516379_204558120
MDM4P1,chrX_17933349_17934823
MECP2,chrX_154021573_154137103
MED18,chr1_28329002_28335965
MED15P4,chr2_131535187_131536988
MED15P5,chr2_130251568_130252559
MED15P8,chr2_131201142_131202941
MED15P3,chr2_131395217_131395542
MED15P9,chr2_130129621_130139417
MED12L,chr3_151085697_151437072
TMED10P2,chr3_128538020_128538631
TMED11P,chr4_1115197_1153726
MED10,chr5_6371874_6378571
MED14,chrX_40648305_40735858
MED14OS,chrX_40735400_40738701
MED12,chrX_71118556_71142454
TMED10P1,chr8_144994886_144995540
MED17,chr11_93784227_93814963
MED19,chr11_57703714_57712323
MED13L,chr12_115957905_116277693
MED15P1,chr14_18912805_18916642
TMED10,chr14_75131469_75176612
MED15P6,chr14_19485336_19489148
MED1,chr17_39404285_39451272
MED13,chr17_61942605_62065278
MED11,chr17_4731428_4733608
MED16,chr19_867630_893218
TMED1,chr19_10832067_10836318
MED14P1,chrY_12618983_12634402
MED13P1,chrY_14907898_14908068
MED15P7,chr22_15635180_15644330
MED15,chr22_20495913_20587632
MED23,chr6_131573966_131628242
MEF2AP1,chr1_179447578_179448440
MEF2A,chr15_99565417_99716466
MEF2BNBP1,chr12_19107854_19108183
BORCS8-MEF2B,chr19_19145569_19192158
MEF2B,chr19_19145567_19192131
MEF2C-AS2,chr5_88676033_88779088
MEF2C-AS1,chr5_88883328_89466398
MEF2C,chr5_88717117_88904257
MEF2D,chr1_156463727_156500779
MEIS1-AS2,chr2_66439088_66444221
MEIS1-AS3,chr2_66426735_66433470
MEIS1,chr2_66433452_66573869
MEIS2,chr15_36889204_37101299
MITF,chr3_69739464_69968336
MLLT10P2,chr4_189973599_189973847
MLLT10,chr10_21524646_21743630
MLLT10P1,chr20_30403123_30403384
MLLT3,chr9_20341669_20622499
MLXP1,chr2_223704621_223705338
MLXIPL,chr7_73593194_73624543
MLXIP,chr12_122078756_122147344
MLX,chr17_42567072_42573239
MSC-AS1,chr8_71828167_72118393
MSC,chr8_71841560_71844412
MSX1,chr4_4859665_4863936
MSX2,chr5_174724582_174730896
MSX2P1,chr17_58157028_58157800
CAMTA1-IT1,chr1_7368942_7370270
CAMTA1-AS2,chr1_7382487_7389754
CAMTA1-DT,chr1_6783892_6784843
CAMTA1,chr1_6785454_7769706
CAMTA1-AS1,chr1_7441096_7441554
MTA1,chr14_105419820_105470729
MTA2,chr11_62593214_62601865
CAMTA2-AS1,chr17_4986466_4987324
CAMTA2,chr17_4967992_4987675
MTA3P1,chr2_157961410_157962888
MTA3,chr2_42494569_42756947
MTF1,chr1_37809574_37859592
DMTF1,chr7_87152409_87196337
MXD1,chr2_69897688_69942945
MXD4,chr4_2247432_2262109
MZF1-AS1,chr19_58559129_58574797
MZF1,chr19_58561931_58573575
MXI1,chr10_110207605_110287365
MYBPHL,chr1_109292365_109307011
MYBPH,chr1_203167811_203175826
MYB,chr6_135181308_135219173
MYB-AS1,chr6_135195083_135195995
MYBL1,chr8_66562175_66614247
MYBPC3,chr11_47331406_47352702
MYBPC1,chr12_101568353_101686028
MYBBP1A,chr17_4538897_4555386
MYBL2,chr20_43667019_43716495
MYBPC2,chr19_50432892_50466321
MYCBP,chr1_38862493_38873368
MYCL-AS1,chr1_39897745_39899098
MYCL,chr1_39895426_39902256
MYCNUT,chr2_15920399_15936017
MYCN,chr2_15940550_15947007
MYCNOS,chr2_15918350_15942249
MYCT1,chr6_152697895_152724567
MYCLP2,chrX_57933837_57934803
MYCLP1,chrX_107272582_107273656
MYC,chr8_127735434_127742951
MYCBP2-AS1,chr13_77026767_77129717
MYCBP2,chr13_77042474_77327094
MYCBP2-AS2,chr13_77080511_77081190
MYCBPAP,chr17_50508384_50531501
MYF6,chr12_80707634_80709474
MYOCD-AS1,chr17_12671862_12706135
MYOCD,chr17_12665890_12768949
MYOD1,chr11_17719571_17722136
MYOG,chr1_203083129_203086012
NAB1,chr2_190646746_190692766
KCNAB1-AS1,chr3_156441157_156446905
KCNAB1-AS2,chr3_156215560_156227883
KCNAB1,chr3_156037701_156539138
NAB1P1,chrX_151226229_151227715
KCNAB2,chr1_5990927_6101193
NAB2,chr12_57089043_57095476
NANOGNBP1,chr2_100660199_100660678
NANOGP2,chr2_222452400_222453126
NANOGP3,chr6_53418452_53418737
NANOGP11,chr6_152545930_152546984
NANOGP4,chr7_29212302_29213214
NANOGP10,chrX_43407665_43408559
NANOGP9,chrX_65772741_65773632
NANOGNBP3,chrX_101337725_101338289
NANOGP5,chr9_100175178_100176054
NANOGP6,chr10_99788564_99789410
NANOGP1,chr12_7890801_7900140
NANOGNB,chr12_7765216_7774121
NANOG,chr12_7787794_7799146
NANOGNBP2,chr12_132972338_132972890
NANOGP7,chr14_91604402_91605319
NANOGP8,chr15_35083410_35085295
NCOA1,chr2_24491254_24770702
NCOA2,chr8_70109782_70403808
NCOA3,chr20_47501887_47656877
NCOA4P2,chr4_88508591_88510403
NCOA4P3,chr4_145624159_145626035
NCOA4P4,chr5_139494256_139496116
NCOA4,chr10_46005088_46030623
NCOA4P1,chr14_65879592_65881070
NCOA6,chr20_34689097_34825651
NCOR1P3,chr7_57599794_57610104
NCOR1,chr17_16029157_16218185
NCOR1P2,chr17_22061961_22070538
NCOR1P1,chr20_26103416_26114028
NCOR1P4,chr21_9529934_9559268
NCOR2,chr12_124324415_124567589
NEAT1,chr11_65422774_65445540
NELFB,chr9_137255327_137273542
NELFCD,chr20_58981208_58995133
NEUROD1,chr2_181668295_181680827
NEUROG3,chr10_69571698_69573422
C1QTNF12,chr1_1242446_1246722
RNF115,chr1_145738868_145824095
BANF1P4,chr1_174756850_174757119
ZNF101P2,chr1_192993449_192994677
RNF186,chr1_19814029_19815283
RNF187,chr1_228487382_228496188
RNF19B,chr1_32936445_32964809
RNF11,chr1_51236273_51273447
ZNF124,chr1_247121975_247172020
RNF103,chr2_86603398_86623866
RNF181,chr2_85595725_85597708
RNF149,chr2_101271219_101308701
RNF103-CHMP3,chr2_86505668_86721122
RNF14P1,chr2_138412066_138413318
BANF1P3,chr2_230725143_230725403
RNF11P1,chr2_189930277_189931010
KCNF1,chr2_10911934_10914225
NF1P8,chr2_131189834_131198007
ZNF142,chr2_218633329_218659655
RNF144A,chr2_6917412_7068286
RNF168,chr3_196468783_196503768
RNF10P1,chr3_5068676_5069044
RNF13,chr3_149812770_149962139
ZNF148,chr3_125225669_125375325
RNF123,chr3_49689538_49721529
ZNF197,chr3_44584888_44648471
ZNF197-AS1,chr3_44617128_44624797
ZNF141,chr4_337814_384868
RNF150,chr4_140859807_141212877
RNF175,chr4_153710160_153760024
RNF14P2,chr4_110264865_110265017
RNF138P1,chr5_55530156_55530701
RNF180,chr5_64165843_64372869
RNF14,chr5_141958328_141990292
RNF130,chr5_179911651_180072113
RNF145,chr5_159157409_159210053
ZNF131,chr5_43065176_43192021
RNF182,chr6_13924446_13980310
ZNF192P1,chr6_28161769_28169594
ZNF192P2,chr6_28188050_28189432
RNF144B,chr6_18387350_18468870
RNF146,chr6_127266726_127288567
ZNF165,chr6_28080568_28089563
ZNF184,chr6_27450743_27473118
ZNF117,chr7_64971772_65006684
RNF138P2,chr7_53316149_53316740
RNF148,chr7_122701668_122702922
RNF133,chr7_122697735_122699117
BANF1P5,chr7_107642765_107643023
RNF14P3,chr7_98998538_98999930
ZNF138,chr7_64794388_64833681
RNF14P4,chr7_135128444_135129685
ZNF12,chr7_6688433_6706947
ZNF107,chr7_64666099_64711582
RNF19BPX,chrX_90209796_90210420
RNF128,chrX_106693794_106797016
ZNF185,chrX_152914442_152973480
ZNF157,chrX_47370578_47414498
ZNF182,chrX_47974851_48003989
RNF113A,chrX_119870475_119871733
RNF170,chr8_42849637_42897290
RNF122,chr8_33547754_33567128
RNF19A,chr8_100257060_100336218
RNF139-AS1,chr8_124462485_124474582
RNF139,chr8_124474880_124488618
ZNF16,chr8_144930358_144950888
RNF152P1,chr9_5418373_5418976
ZNF169,chr9_94259298_94301829
ZNF189,chr9_101398851_101410660
RNF183,chr9_113297093_113303376
ZNF143,chr11_9460319_9528524
RNF169,chr11_74748849_74842413
ZNF195,chr11_3339261_3379222
RNF121,chr11_71929018_71997597
RNF141,chr11_10511673_10541230
BANF1,chr11_66002228_66004149
ZNF123P,chr11_129295286_129296481
ZNF101P1,chr10_28338554_28340942
BANF1P2,chr10_133344643_133344906
NF1P12,chr12_38206231_38207192
ZNF10,chr12_133130575_133159465
ZNF140,chr12_133080474_133107526
RNF10,chr12_120533480_120577588
RNF17,chr13_24764169_24879921
RNF113B,chr13_98175785_98177269
NF1P10,chr14_18709478_18712643
NF1P7,chr14_18899942_18909673
BANF1P1,chr14_68936602_68936864
NF1P4,chr14_19492281_19501740
NF1P11,chr14_19612191_19619490
NF1P9,chr15_21490354_21509404
NF1P2,chr15_21927657_21946641
NF1P1,chr15_20916686_20935658
RNF111,chr15_58865175_59097419
ZNF106,chr15_42412823_42491141
RNF151,chr16_1966823_1968975
RNF166,chr16_88696499_88706408
ZNF174,chr16_3401215_3409364
ZNF19,chr16_71464555_71565089
RNF167,chr17_4940008_4945222
NF1,chr17_31094927_31382116
RNF135,chr17_30970984_30999911
C1QTNF1,chr17_79022814_79049788
C1QTNF1-AS1,chr17_79018131_79027673
SERPINF1,chr17_1762029_1777565
ZNF18,chr17_11977439_11997475
RNF112,chr17_19411125_19417276
RNF126P1,chr17_57045478_57046797
RNF157-AS1,chr17_76138432_76154650
RNF157,chr17_76142465_76240493
RNF165,chr18_46326809_46463140
NF1P5,chr18_14153001_14157342
RNF152,chr18_61808067_61894247
RNF125,chr18_32018825_32073219
RNF138,chr18_32091874_32131561
RNF114,chr20_49936336_49953885
RNF11P2,chr20_14547184_14547623
ZNF133-AS1,chr20_18313765_18315111
ZNF133,chr20_18288283_18316996
RNF126,chr19_647526_663233
ZNF136,chr19_12163064_12189871
ZNF14,chr19_19710472_19733112
ZNF101,chr19_19668796_19683509
ZNF100,chr19_21722771_21767579
ZNF155,chr19_43967862_43998326
ZNF114-AS1,chr19_48262900_48271283
ZNF114,chr19_48270081_48287608
ZNF132,chr19_58432814_58440153
ZNF132-DT,chr19_58440448_58445849
ZNF181,chr19_34734155_34745378
ZNF177,chr19_9363020_9382617
ZNF137P,chr19_52588505_52597345
ZNF134,chr19_57614233_57624724
ZNF175,chr19_51571283_51592510
ZNF135,chr19_58059239_58086310
ZNF121,chr19_9560329_9584504
ZNF17,chr19_57411161_57421934
ZNF146,chr19_36214602_36238771
ZNF112,chr19_44326555_44367217
ZNF180,chr19_44474428_44500524
ZNF559-ZNF177,chr19_9324174_9382617
ZNF154,chr19_57696275_57709204
ZNF160,chr19_53066606_53103434
RNF19BPY,chrY_3777997_3779546
NF1P6,chr22_15622601_15632051
RNF185-AS1,chr22_31205264_31205616
RNF185,chr22_31160182_31207019
ZNF114P1,chr21_13839118_13839409
NF1P3,chr21_14000927_14005279
NFAT5,chr16_69565094_69704666
NFATC1,chr18_79395856_79529325
NFATC2IP,chr16_28950807_28967097
NFATC2,chr20_51386957_51562831
NFATC3,chr16_68084751_68229259
NFE2L2,chr2_177227595_177392697
NFE2L3,chr7_26152198_26187137
NFE2,chr12_54292111_54301015
NFE2L1-DT,chr17_48045141_48048073
NFE2L1,chr17_48048329_48061545
NFE2L3P1,chr18_59969438_59971396
NFIA,chr1_60865259_61462788
NFIA-AS1,chr1_61248945_61253510
NFIA-AS2,chr1_60912675_61056885
NFIB,chr9_14081843_14398983
NFIC,chr19_3314403_3469217
NFIL3,chr9_91409045_91423832
NFIX,chr19_12995475_13098796
NFKB1,chr4_102501331_102617302
NFKB2,chr10_102394110_102402524
NFKBIA,chr14_35401513_35404749
NFKBIB,chr19_38899700_38908893
NFKBIZ,chr3_101827991_101861022
NFRKB,chr11_129863636_129895590
NFYA,chr6_41072974_41102403
NFYAP1,chr13_63975451_63976422
NFYBP1,chr3_109915976_109916940
NFYB,chr12_104117086_104138241
NFYC,chr1_40691648_40771603
NFYC-AS1,chr1_40690380_40692066
NFYCP1,chrX_35761499_35762479
NFYCP2,chr9_87084161_87085151
NHLH2,chr1_115836377_115843917
NKX2-1,chr14_36516392_36521149
NKX2-1-AS1,chr14_36519278_36523016
NKX2-2,chr20_21511017_21514064
NKX2-2-AS1,chr20_21511447_21512309
NKX2-3,chr10_99532942_99536524
NKX2-5,chr5_173232109_173235311
NKX3-1,chr8_23678697_23682938
NONOP2,chr2_60936819_60938049
NONO,chrX_71254814_71301522
NOTCH3,chr19_15159038_15200995
NPAS2-AS1,chr2_100970767_100977766
NPAS2,chr2_100820139_100996829
NPAS3,chr14_32934396_33820863
NPM1P39,chr1_27206930_27207796
NPM1P40,chr1_203255743_203256475
NPM1P48,chr2_4514204_4515056
NPM1P33,chr2_203772631_203773502
NPM1P32,chr2_121708512_121709115
NPM1P46,chr2_197379701_197380892
