source,target
HMGA1P6,chr13_23129174_23135564
HMGA2-AS1,chr12_65846340_65883167
HMGA2,chr12_65819460_65967291
HMGB2,chr4_173326376_173335432
HMGB2P1,chr19_1198209_1204842
HMGN1P4,chr1_182937115_182943404
HMGN1P5,chr1_158261753_158268320
HMGN1P36,chr2_97822248_97828545
HMGN1P6,chr2_206254628_206260918
HMGN1P10,chr3_136604050_136610602
HMGN1P9,chr3_134380197_134386494
HMGN1P8,chr3_167689355_167695642
HMGN1P7,chr3_93983634_93989946
HMGN1P11,chr4_62505469_62511771
HMGN1P14,chr5_111841050_111847566
HMGN1P13,chr5_111567102_111573239
HMGN1P15,chr5_115284036_115290330
HMGN1P17,chr5_56376781_56383075
HMGN1P16,chr5_148216360_148222642
HMGN1P12,chr5_71532652_71538846
HMGN1P19,chr7_46629614_46635946
HMGN1P18,chr7_121045927_121052203
HMGN1P33,chrX_9860093_9866543
HMGN1P34,chrX_78514593_78521186
HMGN1P35,chrX_69169124_69175717
HMGN1P37,chrX_154812099_154818401
HMGN1P20,chr10_19484101_19490400
HMGN1P24,chr13_95804310_95810607
HMGN1P3,chr14_68882785_68889084
HMGN1P1,chr14_55389940_55396233
HMGN1P26,chr15_62357029_62363331
HMGN1P38,chr15_92706808_92713110
HMGN1P28,chr17_60846382_60852745
HMGN1P31,chr18_60789613_60795916
HMGN1P30,chr18_58013794_58020061
HMGN1P32,chr19_53762971_53769553
HMGN1P2,chr21_31701555_31707864
HMGN1,chr21_39337315_39350647
HNF1A-AS1,chr12_120936728_120981965
HNF1A,chr12_120973543_121003512
HNF1B,chr17_37681431_37746059
HNF4A-AS1,chr20_44367746_44396706
HNF4A,chr20_44350700_44435596
HNF4G,chr8_75402914_75567834
HNF4GP1,chr13_55994200_56001448
HNRNPDLP2,chr2_158414955_158426303
HNRNPD,chr4_82347498_82375503
HNRNPD-DT,chr4_82369301_82385027
HNRNPDL,chr4_82417565_82431462
HNRNPDP2,chr6_64626205_64632682
HNRNPDP1,chrX_64039305_64046058
HNRNPDLP3,chrX_95605578_95611957
HNRNPDLP1,chrX_95633375_95639924
HNRNPDLP4,chr19_58044046_58050346
HNRNPR,chr1_23298771_23345336
HNRNPRP2,chr11_29663886_29670628
HNRNPRP1,chr10_21619592_21627286
HOPX,chr4_56642988_56682899
HOXA1,chr7_27087993_27097000
HOXA10-AS,chr7_27163619_27172915
HOXA10,chr7_27165592_27181261
HOXA11,chr7_27176157_27186232
HOXA11-AS,chr7_27179507_27190298
HOXA13,chr7_27188503_27201091
HOXA4,chr7_27123507_27131780
HOXA5,chr7_27136052_27144681
HOXA7,chr7_27148716_27158936
HOXA9,chr7_27157438_27176180
HOXB1,chr17_48523526_48532011
HOXB13,chr17_48719763_48729750
HOXB4,chr17_48570507_48579350
HOXB7,chr17_48602232_48634572
HOXC10,chr12_53980065_53991279
HOXC11,chr12_53968126_53978643
HOXC13,chr12_53933831_53947544
HOXC13-AS,chr12_53930328_53940643
HOXC6,chr12_53985624_54031823
HOXC8,chr12_54003985_54013769
HOXC9,chr12_53989895_54004337
HOXD13,chr2_176087721_176096944
HOXD12,chr2_176094795_176103489
HOXD11,chr2_176099216_176110754
HOXD10,chr2_176103790_176120937
HOXD1,chr2_176183668_176191907
HOXD3,chr2_176131612_176174102
HOXD9,chr2_176117719_176125937
DHRS3,chr1_12562910_12619210
THRAP3,chr1_36219432_36306357
GNRHR2,chr1_145914013_145926341
CFHR2,chr1_196938738_196960622
CFHR5,chr1_196972556_197010678
CHRM3-AS2,chr1_239698381_239771130
CHRM3-AS1,chr1_239893016_239900872
CHRM3,chr1_239381565_239916452
HRNR,chr1_152207076_152225193
CHRNB2,chr1_154562778_154581013
CFHR3,chr1_196769813_196796407
CFHR1,chr1_196814731_196833189
CFHR4,chr1_196883014_196919713
FSHR,chr2_48957157_49155527
DHRS9,chr2_169059789_169097167
CHRND,chr2_232520993_232537667
CHRNG,chr2_232534692_232549115
CHROMR,chr2_178408635_178441243
CHRNA1,chr2_174742592_174788935
THRB-AS1,chr3_24489087_24682711
THRB-IT1,chr3_24450136_24460434
THRAP3P1,chr3_31447832_31456894
CDHR4,chr3_49785732_49800873
GHRL,chr3_10280666_10293947
GHRLOS,chr3_10280754_10295903
THRB,chr3_24112153_24496756
CHRD,chr3_184375073_184391736
HRH1,chr3_11132093_11264557
HRG,chr3_186655216_186679234
CHRNA9,chr4_40330333_40356217
SHROOM3,chr4_76430229_76784253
SHROOM3-AS1,chr4_76703853_76803426
GNRHR,chr4_67732118_67755388
GHR,chr5_42418439_42722878
HRH2,chr5_175653030_175711756
CDHR2,chr5_176537511_176596974
SHROOM1,chr5_132817141_132831659
UHRF1BP1,chr6_34787015_34884138
MCHR2-AS1,chr6_99988934_100108613
MCHR2,chr6_99913519_99995247
HRAT92,chr7_515391_526238
THRAP3P3,chr7_11815317_11822294
HRAT17,chr7_112948282_112996677
CDHR3,chr7_105871796_106037432
CRHR2,chr7_30646942_30701129
CHRM2,chr7_136863652_137021255
GHRHR,chr7_30933669_30994254
DHRSX-IT1,chrX_2329295_2337410
DHRSX,chrX_2214506_2503805
SHROOM2,chrX_9781429_9950443
CTHRC1P1,chrX_79172200_79178668
CHRDL1,chrX_110668856_110796819
SHROOM4,chrX_50586642_50815302
UHRF2P1,chrX_74100572_74108958
CHRNB3,chr8_42692366_42738407
CTHRC1,chr8_103366538_103383989
CHRNA2,chr8_27454756_27480883
CHRNA6,chr8_42747620_42797392
TRHR,chr8_109081585_109122565
CHRAC1,chr8_140506311_140518154
CYHR1,chr8_144444582_144466667
HR,chr8_22109419_22134384
UHRF2,chr9_6408151_6508054
HRCT1,chr9_35901202_35908136
WHRN,chr9_114397080_114506473
CHRDL2,chr11_74691429_74732426
PHRF1,chr11_571470_613222
CDHR5,chr11_611577_627078
CHRNA10,chr11_3660587_3672384
THRSP,chr11_78058861_78069351
CHRM1,chr11_62903679_62922807
HRAS,chr11_527242_538321
CHRM4,chr11_46378789_46392776
CDHR1,chr10_84189537_84220621
PRLHR,chr10_118584997_118596648
UHRF1BP1L,chr12_100023455_100143874
HRK,chr12_116851144_116882441
AMHR2,chr12_53418855_53432672
THRIL,chr12_125020434_125028410
DHRS12,chr13_51762993_51805163
GNRHR2P1,chr14_60393934_60401013
DHRS7,chr14_60139119_60170856
DHRS4,chr14_23948734_23970279
DHRS4L2,chr14_23964874_24007408
DHRS2,chr14_23625115_23646639
DHRS4-AS1,chr14_23933219_24053555
DHRS4L1,chr14_24031453_24052028
DHRS1,chr14_24285598_24300780
TSHR,chr14_80949989_81147306
CHRNA3,chr15_78588052_78622295
CHRNA5,chr15_78560520_78596269
CHRNB4,chr15_78619111_78728754
THRAP3P2,chr15_91737841_91744955
CHRFAM7A,chr15_30355566_30394849
CHRNA7,chr15_31918438_32174018
CHRM5,chr15_33963497_34068458
DHRS7B,chr17_21118364_21194265
DHRS11,chr17_36586879_36601804
THRA1/BTR,chr17_48289335_48309762
LINC02210-CRHR1,chr17_45615344_45836826
CRHR1,chr17_45779280_45836828
THRA,chr17_40053290_40094867
CHRNB1,chr17_7440061_7458710
CHRNE,chr17_4892771_4935438
DHRS7C,chr17_9766434_9792592
HROB,chr17_44136906_44163476
DHRS13,chr17_28892781_28904079
HRH4,chr18_24455637_24480961
HRH3,chr20_62209960_62221278
CHRNA4,chr20_63338223_63379401
GHRH,chr20_37246086_37262814
UHRF1,chr19_4898080_4963154
HRC,chr19_49146198_49156396
SHROOM2P1,chrY_12532773_12545883
MCHR1,chr22_40673750_40683814
HSF1,chr8_144286591_144315720
HSF2,chr6_122394551_122434119
HSF2BP,chr21_43524186_43660488
HSF4,chr16_67159681_67170945
HTATIP2,chr11_20358685_20384782
PRELID1P7,chr1_165492724_165499348
NID1,chr1_235970830_236066109
PRELID1P5,chr1_211202239_211208897
PRELID1P6,chr2_63617178_63623831
PID1,chr2_228845526_229272287
PRELID1,chr5_177298799_177307949
PRELID1P2,chr6_25673769_25680164
PRELID1P1,chr6_126638488_126645390
ITPRID1,chr7_31509090_31659720
MID1,chrX_10440310_10834654
MID1IP1-AS1,chrX_38796568_38804883
MID1IP1,chrX_38796432_38807537
CHID1,chr11_862859_916058
PRELID1P3,chr10_63422297_63428939
GRID1-AS1,chr10_85572731_85608213
GRID1,chr10_85594552_86367795
PRELID1P4,chr15_35116573_35123084
EID1,chr15_48873134_48881173
HID1,chr17_74945742_74974166
HID1-AS1,chr17_74965704_74976728
ID1,chr20_31600283_31607515
EMID1,chr22_29200896_29260597
ID2,chr2_8673845_8685461
ID2-AS1,chr2_8661636_8682864
ITPRID2,chr2_181886730_181931738
ID2B,chr3_62119204_62125608
GRID2,chr4_92298966_93811157
PRELID2,chr5_145466799_145836369
GRID2IP,chr7_6492462_6552436
MID2,chrX_107820755_107932637
PRELID2P1,chr12_68952377_68958677
PCID2,chr13_113172536_113209715
NID2,chr14_51999803_52070228
EID2B,chr19_39525987_39533852
EID2,chr19_39533707_39541161
ID3,chr1_23552926_23560501
PRELID3BP1,chr1_220462954_220469808
PRELID3BP4,chr5_42892262_42898832
PRELID3BP8,chr5_120653077_120659371
PRELID3BP5,chr5_42903208_42909667
PRELID3BP6,chr5_42912414_42918984
PRELID3BP7,chr5_42967624_42974092
PRELID3BP10,chr7_127290620_127297203
PRELID3BP11,chr9_6729598_6736076
EID3,chr12_104298739_104306205
PRELID3BP2,chr13_51190881_51197081
PRELID3BP3,chr17_62836101_62842645
PRELID3A,chr18_12402896_12433238
PRELID3B,chr20_59028145_59043809
ID4,chr6_19832370_19843197
GID4,chr17_18034408_18069405
IFI16,chr1_158994968_159056155
IKBKB-DT,chr8_42228674_42272266
IKBKB,chr8_42266302_42333460
IKZF1,chr7_50299068_50406101
ILF2,chr1_153656788_153672028
ILF2P1,chr3_65682301_65689468
ILF2P2,chr14_36049197_36056313
ILF3-DT,chr19_10646862_10654844
ILF3,chr19_10649261_10693417
STING1,chr5_139470533_139483935
RING1,chr6_33203500_33213722
SPRING1P2,chrX_130640723_130647325
SERPING1,chr11_57592387_57620171
SPRING1P1,chr10_43723217_43729728
SPRING1,chr12_116705171_116739070
ING1,chr13_110707736_110724339
ING2,chr4_183500058_183513429
ING4,chr12_6645301_6664142
IRF1-AS1,chr5_132405636_132489702
IRF1,chr5_132435440_132509719
IRF2BP2,chr1_234599269_234611178
IRF2-DT,chr4_184469802_184478304
IRF2,chr4_184382729_184475550
IRF2BPL,chr14_77019543_77029708
IRF2BP1,chr19_45878608_45887141
IRF3,chr19_49654569_49666875
IRF4,chr6_386752_412443
IRF5,chr7_128932457_128951038
IRF5P1,chr8_92967575_92975738
IRF6,chr1_209780617_209807175
IRF7,chr11_607553_616983
IRF8,chr16_85894162_85923606
IRF9,chr14_24156265_24167565
ISL1,chr5_51378448_51395730
JDP2,chr14_75422716_75475111
JUN,chr1_58771845_58785048
JUND,chr19_18274694_18282622
JUNB,chr19_12786486_12794315
KAT2B,chr3_20035446_20155404
KAT5,chr11_65706996_65720604
KAT6A,chr8_41924479_42052994
KCNIP3,chr2_95292327_95387077
KDM2A,chr11_67114263_67259082
KDM4B,chr19_4964113_5154598
KDM4C,chr9_6715863_7176648
KHDRBS1,chr1_32008868_32061850
KHSRPP1,chr9_21690176_21697943
KHSRP,chr19_6408102_6425811
KLF17,chr1_44113821_44136140
KLF18,chr1_44132821_44142631
KLF11,chr2_10037849_10055836
KLF15,chr3_126337635_126358408
KLF14,chr7_130725697_130735207
KLF10,chr8_102643784_102656725
KLF17P1,chr12_62229390_62236515
KLF12,chr13_73681089_74134929
KLF13,chr15_31321835_31436665
KLF16,chr19_1847399_1864579
KLF1,chr19_12879422_12888201
KLF2P2,chr2_130422731_130430225
KLF2P4,chr2_131294220_131301444
KLF2P3,chr2_130687243_130694770
KLF2P1,chr2_130031958_130039422
KLF2-DT,chr19_16278359_16325514
KLF2,chr19_16319826_16329685
KLF3P2,chr3_156972558_156978825
KLF3-AS1,chr4_38597438_38665914
KLF3,chr4_38659197_38702517
KLF3P1,chr5_172249418_172256439
KLF4P1,chr9_4798788_4805972
KLF4,chr9_107479852_107491482
KLF5,chr13_73049976_73078541
KLF6,chr10_3770996_3786281
KLF7,chr2_207069137_207168267
KLF7-IT1,chr2_207115884_207123044
KLF7P1,chr3_170947850_170954897
KLF8,chrX_56227356_56292531
KLF8P1,chr16_48713083_48720143
KLF9,chr9_70379604_70415657
L3MBTL1,chr20_43484442_43551954
LCORL,chr4_17836199_18022876
LCOR,chr10_96827254_96996956
IGLCOR22-1,chr22_32194919_32201234
IGLCOR22-2,chr22_32351676_32357988
PHLDB1,chr11_118601440_118659031
LDB1,chr10_102101489_102121368
LEF1,chr4_108042545_108169956
LEF1-AS1,chr4_108162525_108259037
LHX2,chr9_123996670_124034301
LHX3,chr9_136191250_136206128
LHX4,chr1_180225264_180279984
LIMD1-AS1,chr3_45671369_45690200
LIMD1,chr3_45550394_45687341
LIN28A,chr1_26405817_26430728
LIN28AP1,chr2_183255642_183262046
LIN28AP2,chr13_87374472_87381258
LMO2,chr11_33853576_33893076
ELMO2P1,chr15_23078094_23122324
ELMO2,chr20_46361050_46433985
LMO3,chr12_16543372_16611594
ELMO3,chr16_67194111_67205029
LMO4,chr1_87323880_87349923
LMX1B,chr9_126608928_126702032
LRFN2,chr6_40386591_40588364
LRFN4,chr11_66851647_66861475
KLRF1,chr12_9822481_9846007
KLRF2,chr12_9876489_9896833
LRFN5,chr14_41601876_41905549
LRFN3,chr19_35930358_35947624
LRFN1,chr19_39301566_39321863
LRRFIP1,chr2_237622587_237814682
LRRFIP1P1,chr3_179254028_179262273
LYL1,chr19_13094033_13104161
MAFK,chr7_1525702_1544043
NSMAF,chr8_58578508_58660853
MAF1,chr8_144099461_144108611
MAFA-AS1,chr8_143412679_143420150
MAFA,chr8_143414182_143431732
MAF,chr16_79580843_79601737
MAFTRR,chr16_79710220_79771651
MAFG,chr17_81913270_81928735
MAFG-DT,chr17_81922829_81931753
MAFB,chr20_40680848_40690236
MAFF,chr22_38195767_38217507
MAFIP,chrGL000194.1_48594_116055
MAL,chr2_95020677_95054992
MALL,chr2_110078870_110117022
MALLP1,chr2_110274606_110286681
MALLP2,chr2_88806186_88826207
MALINC1,chr5_140066312_140110274
MALSU1,chr7_23293739_23312729
MAL2,chr8_119160034_119246673
MAL2-AS1,chr8_119209625_119247848
MALAT1,chr11_65492688_65507516
MALRD1,chr10_19043801_19791401
OLMALINC,chr10_100368099_100455043
TAMALIN,chr12_52001946_52016889
MALT1-AS1,chr18_58665009_58672877
MALT1,chr18_58666465_58755477
MAML1,chr5_179727822_179778283
MAX,chr14_65001174_65103695
MAZ,chr16_29801106_29812164
SMBD1P,chr3_195696618_195712643
MBD1,chr18_50261882_50282774
MBD2,chr18_54146606_54225669
MCM2,chr3_127593410_127623436
MCM5,chr22_35395134_35426431
MDM2,chr12_68803177_68846544
MDM4,chr1_204511379_204559120
MDM4P1,chrX_17928349_17935823
MECP2,chrX_154016573_154138103
MED18,chr1_28324002_28336965
MED15P4,chr2_131530187_131537988
MED15P5,chr2_130246568_130253559
MED15P8,chr2_131196142_131203941
MED15P3,chr2_131390217_131396542
MED15P9,chr2_130124621_130140417
MED12L,chr3_151080697_151438072
TMED10P2,chr3_128533020_128539631
TMED11P,chr4_1110197_1154726
MED10,chr5_6366874_6379571
MED14,chrX_40643305_40736858
MED14OS,chrX_40730400_40739701
MED12,chrX_71113556_71143454
TMED10P1,chr8_144989886_144996540
MED17,chr11_93779227_93815963
MED19,chr11_57698714_57713323
MED13L,chr12_115952905_116278693
MED15P1,chr14_18907805_18917642
TMED10,chr14_75126469_75177612
MED15P6,chr14_19480336_19490148
MED1,chr17_39399285_39452272
MED13,chr17_61937605_62066278
MED11,chr17_4726428_4734608
MED16,chr19_862630_894218
TMED1,chr19_10827067_10837318
MED14P1,chrY_12613983_12635402
MED13P1,chrY_14902898_14909068
MED15P7,chr22_15630180_15645330
MED15,chr22_20490913_20588632
MED23,chr6_131568966_131629242
MEF2AP1,chr1_179442578_179449440
MEF2A,chr15_99560417_99717466
MEF2BNBP1,chr12_19102854_19109183
BORCS8-MEF2B,chr19_19140569_19193158
MEF2B,chr19_19140567_19193131
MEF2C-AS2,chr5_88671033_88780088
MEF2C-AS1,chr5_88878328_89467398
MEF2C,chr5_88712117_88905257
MEF2D,chr1_156458727_156501779
MEIS1-AS2,chr2_66434088_66445221
MEIS1-AS3,chr2_66421735_66434470
MEIS1,chr2_66428452_66574869
MEIS2,chr15_36884204_37102299
MITF,chr3_69734464_69969336
MLLT10P2,chr4_189968599_189974847
MLLT10,chr10_21519646_21744630
MLLT10P1,chr20_30398123_30404384
MLLT3,chr9_20336669_20623499
MLXP1,chr2_223699621_223706338
MLXIPL,chr7_73588194_73625543
MLXIP,chr12_122073756_122148344
MLX,chr17_42562072_42574239
MSC-AS1,chr8_71823167_72119393
MSC,chr8_71836560_71845412
MSX1,chr4_4854665_4864936
MSX2,chr5_174719582_174731896
MSX2P1,chr17_58152028_58158800
CAMTA1-IT1,chr1_7363942_7371270
CAMTA1-AS2,chr1_7377487_7390754
CAMTA1-DT,chr1_6778892_6785843
CAMTA1,chr1_6780454_7770706
CAMTA1-AS1,chr1_7436096_7442554
MTA1,chr14_105414820_105471729
MTA2,chr11_62588214_62602865
CAMTA2-AS1,chr17_4981466_4988324
CAMTA2,chr17_4962992_4988675
MTA3P1,chr2_157956410_157963888
MTA3,chr2_42489569_42757947
MTF1,chr1_37804574_37860592
DMTF1,chr7_87147409_87197337
MXD1,chr2_69892688_69943945
MXD4,chr4_2242432_2263109
MZF1-AS1,chr19_58554129_58575797
MZF1,chr19_58556931_58574575
MXI1,chr10_110202605_110288365
MYBPHL,chr1_109287365_109308011
MYBPH,chr1_203162811_203176826
MYB,chr6_135176308_135220173
MYB-AS1,chr6_135190083_135196995
MYBL1,chr8_66557175_66615247
MYBPC3,chr11_47326406_47353702
MYBPC1,chr12_101563353_101687028
MYBBP1A,chr17_4533897_4556386
MYBL2,chr20_43662019_43717495
MYBPC2,chr19_50427892_50467321
MYCBP,chr1_38857493_38874368
MYCL-AS1,chr1_39892745_39900098
MYCL,chr1_39890426_39903256
MYCNUT,chr2_15915399_15937017
MYCN,chr2_15935550_15948007
MYCNOS,chr2_15913350_15943249
MYCT1,chr6_152692895_152725567
MYCLP2,chrX_57928837_57935803
MYCLP1,chrX_107267582_107274656
MYC,chr8_127730434_127743951
MYCBP2-AS1,chr13_77021767_77130717
MYCBP2,chr13_77037474_77328094
MYCBP2-AS2,chr13_77075511_77082190
MYCBPAP,chr17_50503384_50532501
MYF6,chr12_80702634_80710474
MYOCD-AS1,chr17_12666862_12707135
MYOCD,chr17_12660890_12769949
MYOD1,chr11_17714571_17723136
MYOG,chr1_203078129_203087012
NAB1,chr2_190641746_190693766
KCNAB1-AS1,chr3_156436157_156447905
KCNAB1-AS2,chr3_156210560_156228883
KCNAB1,chr3_156032701_156540138
NAB1P1,chrX_151221229_151228715
KCNAB2,chr1_5985927_6102193
NAB2,chr12_57084043_57096476
NANOGNBP1,chr2_100655199_100661678
NANOGP2,chr2_222447400_222454126
NANOGP3,chr6_53413452_53419737
NANOGP11,chr6_152540930_152547984
NANOGP4,chr7_29207302_29214214
NANOGP10,chrX_43402665_43409559
NANOGP9,chrX_65767741_65774632
NANOGNBP3,chrX_101332725_101339289
NANOGP5,chr9_100170178_100177054
NANOGP6,chr10_99783564_99790410
NANOGP1,chr12_7885801_7901140
NANOGNB,chr12_7760216_7775121
NANOG,chr12_7782794_7800146
NANOGNBP2,chr12_132967338_132973890
NANOGP7,chr14_91599402_91606319
NANOGP8,chr15_35078410_35086295
NCOA1,chr2_24486254_24771702
NCOA2,chr8_70104782_70404808
NCOA3,chr20_47496887_47657877
NCOA4P2,chr4_88503591_88511403
NCOA4P3,chr4_145619159_145627035
NCOA4P4,chr5_139489256_139497116
NCOA4,chr10_46000088_46031623
NCOA4P1,chr14_65874592_65882070
NCOA6,chr20_34684097_34826651
NCOR1P3,chr7_57594794_57611104
NCOR1,chr17_16024157_16219185
NCOR1P2,chr17_22056961_22071538
NCOR1P1,chr20_26098416_26115028
NCOR1P4,chr21_9524934_9560268
NCOR2,chr12_124319415_124568589
NEAT1,chr11_65417774_65446540
NELFB,chr9_137250327_137274542
NELFCD,chr20_58976208_58996133
NEUROD1,chr2_181663295_181681827
NEUROG3,chr10_69566698_69574422
C1QTNF12,chr1_1237446_1247722
RNF115,chr1_145733868_145825095
BANF1P4,chr1_174751850_174758119
ZNF101P2,chr1_192988449_192995677
RNF186,chr1_19809029_19816283
RNF187,chr1_228482382_228497188
RNF19B,chr1_32931445_32965809
RNF11,chr1_51231273_51274447
ZNF124,chr1_247116975_247173020
RNF103,chr2_86598398_86624866
RNF181,chr2_85590725_85598708
RNF149,chr2_101266219_101309701
RNF103-CHMP3,chr2_86500668_86722122
RNF14P1,chr2_138407066_138414318
BANF1P3,chr2_230720143_230726403
RNF11P1,chr2_189925277_189932010
KCNF1,chr2_10906934_10915225
NF1P8,chr2_131184834_131199007
ZNF142,chr2_218628329_218660655
RNF144A,chr2_6912412_7069286
RNF168,chr3_196463783_196504768
RNF10P1,chr3_5063676_5070044
RNF13,chr3_149807770_149963139
ZNF148,chr3_125220669_125376325
RNF123,chr3_49684538_49722529
ZNF197,chr3_44579888_44649471
ZNF197-AS1,chr3_44612128_44625797
ZNF141,chr4_332814_385868
RNF150,chr4_140854807_141213877
RNF175,chr4_153705160_153761024
RNF14P2,chr4_110259865_110266017
RNF138P1,chr5_55525156_55531701
RNF180,chr5_64160843_64373869
RNF14,chr5_141953328_141991292
RNF130,chr5_179906651_180073113
RNF145,chr5_159152409_159211053
ZNF131,chr5_43060176_43193021
RNF182,chr6_13919446_13981310
ZNF192P1,chr6_28156769_28170594
ZNF192P2,chr6_28183050_28190432
RNF144B,chr6_18382350_18469870
RNF146,chr6_127261726_127289567
ZNF165,chr6_28075568_28090563
ZNF184,chr6_27445743_27474118
ZNF117,chr7_64966772_65007684
RNF138P2,chr7_53311149_53317740
RNF148,chr7_122696668_122703922
RNF133,chr7_122692735_122700117
BANF1P5,chr7_107637765_107644023
RNF14P3,chr7_98993538_99000930
ZNF138,chr7_64789388_64834681
RNF14P4,chr7_135123444_135130685
ZNF12,chr7_6683433_6707947
ZNF107,chr7_64661099_64712582
RNF19BPX,chrX_90204796_90211420
RNF128,chrX_106688794_106798016
ZNF185,chrX_152909442_152974480
ZNF157,chrX_47365578_47415498
ZNF182,chrX_47969851_48004989
RNF113A,chrX_119865475_119872733
RNF170,chr8_42844637_42898290
RNF122,chr8_33542754_33568128
RNF19A,chr8_100252060_100337218
RNF139-AS1,chr8_124457485_124475582
RNF139,chr8_124469880_124489618
ZNF16,chr8_144925358_144951888
RNF152P1,chr9_5413373_5419976
ZNF169,chr9_94254298_94302829
ZNF189,chr9_101393851_101411660
RNF183,chr9_113292093_113304376
ZNF143,chr11_9455319_9529524
RNF169,chr11_74743849_74843413
ZNF195,chr11_3334261_3380222
RNF121,chr11_71924018_71998597
RNF141,chr11_10506673_10542230
BANF1,chr11_65997228_66005149
ZNF123P,chr11_129290286_129297481
ZNF101P1,chr10_28333554_28341942
BANF1P2,chr10_133339643_133345906
NF1P12,chr12_38201231_38208192
ZNF10,chr12_133125575_133160465
ZNF140,chr12_133075474_133108526
RNF10,chr12_120528480_120578588
RNF17,chr13_24759169_24880921
RNF113B,chr13_98170785_98178269
NF1P10,chr14_18704478_18713643
NF1P7,chr14_18894942_18910673
BANF1P1,chr14_68931602_68937864
NF1P4,chr14_19487281_19502740
NF1P11,chr14_19607191_19620490
NF1P9,chr15_21485354_21510404
NF1P2,chr15_21922657_21947641
NF1P1,chr15_20911686_20936658
RNF111,chr15_58860175_59098419
ZNF106,chr15_42407823_42492141
RNF151,chr16_1961823_1969975
RNF166,chr16_88691499_88707408
ZNF174,chr16_3396215_3410364
ZNF19,chr16_71459555_71566089
RNF167,chr17_4935008_4946222
NF1,chr17_31089927_31383116
RNF135,chr17_30965984_31000911
C1QTNF1,chr17_79017814_79050788
C1QTNF1-AS1,chr17_79013131_79028673
SERPINF1,chr17_1757029_1778565
ZNF18,chr17_11972439_11998475
RNF112,chr17_19406125_19418276
RNF126P1,chr17_57040478_57047797
RNF157-AS1,chr17_76133432_76155650
RNF157,chr17_76137465_76241493
RNF165,chr18_46321809_46464140
NF1P5,chr18_14148001_14158342
RNF152,chr18_61803067_61895247
RNF125,chr18_32013825_32074219
RNF138,chr18_32086874_32132561
RNF114,chr20_49931336_49954885
RNF11P2,chr20_14542184_14548623
ZNF133-AS1,chr20_18308765_18316111
ZNF133,chr20_18283283_18317996
RNF126,chr19_642526_664233
ZNF136,chr19_12158064_12190871
ZNF14,chr19_19705472_19734112
ZNF101,chr19_19663796_19684509
ZNF100,chr19_21717771_21768579
ZNF155,chr19_43962862_43999326
ZNF114-AS1,chr19_48257900_48272283
ZNF114,chr19_48265081_48288608
ZNF132,chr19_58427814_58441153
ZNF132-DT,chr19_58435448_58446849
ZNF181,chr19_34729155_34746378
ZNF177,chr19_9358020_9383617
ZNF137P,chr19_52583505_52598345
ZNF134,chr19_57609233_57625724
ZNF175,chr19_51566283_51593510
ZNF135,chr19_58054239_58087310
ZNF121,chr19_9555329_9585504
ZNF17,chr19_57406161_57422934
ZNF146,chr19_36209602_36239771
ZNF112,chr19_44321555_44368217
ZNF180,chr19_44469428_44501524
ZNF559-ZNF177,chr19_9319174_9383617
ZNF154,chr19_57691275_57710204
ZNF160,chr19_53061606_53104434
RNF19BPY,chrY_3772997_3780546
NF1P6,chr22_15617601_15633051
RNF185-AS1,chr22_31200264_31206616
RNF185,chr22_31155182_31208019
ZNF114P1,chr21_13834118_13840409
NF1P3,chr21_13995927_14006279
NFAT5,chr16_69560094_69705666
NFATC1,chr18_79390856_79530325
NFATC2IP,chr16_28945807_28968097
NFATC2,chr20_51381957_51563831
NFATC3,chr16_68079751_68230259
NFE2L2,chr2_177222595_177393697
NFE2L3,chr7_26147198_26188137
NFE2,chr12_54287111_54302015
NFE2L1-DT,chr17_48040141_48049073
NFE2L1,chr17_48043329_48062545
NFE2L3P1,chr18_59964438_59972396
NFIA,chr1_60860259_61463788
NFIA-AS1,chr1_61243945_61254510
NFIA-AS2,chr1_60907675_61057885
NFIB,chr9_14076843_14399983
NFIC,chr19_3309403_3470217
NFIL3,chr9_91404045_91424832
NFIX,chr19_12990475_13099796
NFKB1,chr4_102496331_102618302
NFKB2,chr10_102389110_102403524
NFKBIA,chr14_35396513_35405749
NFKBIB,chr19_38894700_38909893
NFKBIZ,chr3_101822991_101862022
NFRKB,chr11_129858636_129896590
NFYA,chr6_41067974_41103403
NFYAP1,chr13_63970451_63977422
NFYBP1,chr3_109910976_109917940
NFYB,chr12_104112086_104139241
NFYC,chr1_40686648_40772603
NFYC-AS1,chr1_40685380_40693066
NFYCP1,chrX_35756499_35763479
NFYCP2,chr9_87079161_87086151
NHLH2,chr1_115831377_115844917
NKX2-1,chr14_36511392_36522149
NKX2-1-AS1,chr14_36514278_36524016
NKX2-2,chr20_21506017_21515064
NKX2-2-AS1,chr20_21506447_21513309
NKX2-3,chr10_99527942_99537524
NKX2-5,chr5_173227109_173236311
NKX3-1,chr8_23673697_23683938
NONOP2,chr2_60931819_60939049
NONO,chrX_71249814_71302522
NOTCH3,chr19_15154038_15201995
NPAS2-AS1,chr2_100965767_100978766
NPAS2,chr2_100815139_100997829
NPAS3,chr14_32929396_33821863
NPM1P39,chr1_27201930_27208796
NPM1P40,chr1_203250743_203257475
NPM1P48,chr2_4509204_4516056
NPM1P33,chr2_203767631_203774502
NPM1P32,chr2_121703512_121710115
NPM1P46,chr2_197374701_197381892
